client_id,Delinquent90,MonthlyIncome,Age,NumberOfOpenCreditLinesAndLoans,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfDependents,NumberRealEstateLoansOrLines,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate
311,0,1238.9008370367824,62,12,0.5203361746215095,0.5294227738841177,1,2,0,1,2
312,0,3085.4365730250934,21,13,0.524439644187505,0.3174554316082047,0,2,4,0,1
313,0,1939.3923065445867,57,11,0.33714804153572286,0.4726385816323972,1,3,2,0,0
314,0,3494.568847422384,36,9,1.5629580439651747,0.4713513173001845,3,0,2,0,2
315,0,2788.5404781228317,45,2,0.48487581869926794,0.42661989907442727,3,2,2,2,0
316,0,1052.9065329752202,34,12,0.9554034954323093,0.4863836916859683,2,1,2,0,2
317,0,1009.4728976620037,44,2,1.7844832126037478,0.8386048472743372,0,3,3,2,1
318,0,767.7839032687524,42,3,0.12063953156747406,0.39140794575697807,1,0,2,2,2
319,0,3823.9688033684156,45,1,1.04602635386835,1.1411866157226414,4,2,0,2,0
320,1,886.0405993687751,39,13,0.9708913725984079,1.1038002224689045,1,0,3,2,1
321,0,2350.9377737579252,46,7,1.472660539897263,0.6030469925450903,0,3,3,0,1
322,0,2230.0724665981015,59,4,0.7039786172397209,0.4276153857553921,2,3,0,2,1
323,0,2488.1820505335318,41,2,0.7975803101283706,0.6657500083045036,0,0,1,0,0
324,1,4191.431840714144,37,6,0.3854945670180682,1.0258445620896681,1,3,3,0,2
325,0,1713.918902543708,27,10,1.3593858937808374,0.8004754416441173,4,1,3,0,1
326,0,2680.7773820250786,37,13,1.4340051456198522,0.975050602139139,1,3,0,0,2
327,0,21790.124854855145,26,8,0.33232764532401143,0.6626306174756011,3,2,0,0,1
328,0,8790.509398703505,29,8,0.7688770257801469,0.7778552736577637,2,0,2,0,0
329,0,12043.895954863588,65,11,1.617938492116561,0.38137895630983093,1,0,2,0,2
330,1,2982.5450674346403,25,12,0.10460236524883817,0.8951271366568343,3,1,4,1,0
331,0,1783.2899961540502,43,4,0.6078904200584749,0.2827652820945761,2,0,2,0,0
332,1,3730.427475698808,60,13,1.0435718845893311,0.8490178481412729,1,0,4,0,2
333,1,2575.2479992248896,65,7,0.6679595614219206,1.039826928574778,1,3,1,2,2
334,0,9509.996142587968,27,13,0.5624768216020379,0.2019182628967755,4,3,2,0,2
335,0,10409.577800496998,28,2,0.8820637243354614,0.7565367016232077,0,1,0,0,1
336,0,4857.269812583071,38,2,0.40858928378647935,0.1593601104644248,4,0,2,0,2
337,0,3560.7052370120723,47,12,1.0003629096311224,0.8845729725121408,2,0,0,0,0
338,1,2933.8880491062073,66,9,1.301383066232484,0.14716720164704827,4,3,2,1,2
339,1,4145.15530327274,30,3,1.0780014194684537,1.1263307961057198,1,1,1,2,1
340,0,1267.7203278396291,28,12,0.2582858624595025,0.20801911954347246,2,0,0,2,0
341,0,11278.539683533469,32,2,1.5354946440814745,1.1527122827954424,3,1,0,1,1
342,1,2143.490109618615,62,9,0.3974623237287299,0.971016802497861,1,1,2,0,1
343,1,2048.5771956674835,22,3,1.4001804010389187,0.7327343051363072,1,2,4,2,0
344,0,15863.668411151104,38,1,0.7129606883189457,0.9500177203239789,2,1,0,0,1
345,0,12197.832284913822,26,11,1.430694291695374,0.9643820648305487,3,3,2,1,1
346,0,6603.009540379918,28,12,0.4506639357890878,1.1379311222399298,1,2,1,1,0
347,0,1475.3249784177508,64,2,0.41732557628223066,0.34139085691506527,3,3,4,2,0
348,0,5128.677424609166,21,2,0.9449439385697198,0.7285872796620555,3,1,2,0,2
349,0,5113.939340863088,36,8,0.15599122498721285,0.1593065771990614,0,2,4,1,1
350,0,1323.7405894322283,64,1,0.48300547592996673,0.7585905550277394,4,1,1,1,1
351,0,1131.3420135326128,49,10,1.330820828713392,0.24698499970670712,0,2,0,1,1
352,1,1380.7838958707555,24,12,1.5235519131192232,0.6996932031933081,3,2,2,2,1
353,1,4241.988068995297,42,10,0.23733511869427776,0.7082950911389271,2,1,3,2,1
354,0,1151.3240490211256,66,3,1.5995321060447774,0.5858829259284114,3,3,4,1,1
355,1,1478.4412835494404,39,3,1.4557792468904043,0.6510265418400911,3,3,4,1,2
356,0,2756.471064813051,45,9,1.578463302701841,0.9285118985075761,3,3,4,2,2
357,0,3510.083843902687,45,1,1.2873285427840278,0.9691314239888765,3,0,3,1,0
358,0,5792.934515406248,52,7,1.2460602143997401,0.6159761979117434,4,2,1,0,2
359,1,1452.3293642268188,29,6,0.9926584966862685,0.7395324577510041,3,0,2,1,2
360,0,13390.217300477168,60,10,1.2097382816352356,1.120921671043617,4,0,0,0,0
361,0,2034.999791358781,67,3,1.6624864297632287,0.18769362677629123,2,3,2,0,2
362,0,6401.288499337786,27,10,0.2708874024084043,0.18466910078512708,1,0,1,1,1
363,0,651.5513347772353,59,10,0.636799612338355,0.15086536369738365,1,3,0,2,2
364,1,3365.8343325600617,59,4,0.22317345511298212,0.806542777796607,3,1,1,2,1
365,0,2080.0668835597044,55,5,1.7061687923048654,0.5313995459089363,2,1,2,0,2
366,0,7684.674755394188,38,1,0.8569512921989596,0.9404696285631197,0,0,1,1,0
367,0,10692.15710878383,43,6,1.2480856001495202,0.8219161253048815,1,2,4,0,0
368,1,5428.517276847536,60,4,1.5299041096573465,0.43368342207747385,4,2,2,2,2
369,0,25509.990546142686,28,2,1.7847004217300306,1.0831215294657661,3,1,4,0,1
370,0,1040.8653632210587,59,8,0.37503017824685175,0.9269119691312501,3,3,3,2,1
371,0,4778.700469902178,64,8,1.4591714297209888,0.36111518204670207,0,1,0,2,0
372,0,2711.7045486794095,53,2,1.6086189268324518,0.4688208204378621,0,2,1,2,0
373,0,4378.550428341388,37,3,0.18308814064648857,0.4116059772349023,1,1,3,0,2
374,0,1613.5771962265803,47,2,1.3819539523154747,0.2312533959187496,4,2,2,2,0
375,0,7356.756917591542,23,9,0.7030330460341355,0.21995087842352037,2,0,1,2,1
376,0,6929.258164265312,64,5,1.2026145454997343,1.1265465828821055,3,1,2,1,0
377,1,2523.8992695489696,37,1,0.9738819332660701,0.5535896427785663,2,2,4,2,0
378,0,1465.5625728497714,23,3,0.5415618285472827,0.49081779619402127,2,2,1,2,0
379,0,3932.92666890971,58,13,0.32987631540677625,0.8891385649789846,3,1,0,0,2
380,0,4612.10943752125,51,4,0.2988102962516541,0.6859420250408349,4,2,1,2,2
381,1,4695.911965196459,50,9,0.2756488581044359,1.1265609848642315,2,2,4,2,0
382,0,4437.966785828148,23,7,1.1842430682287821,0.947346717995801,2,1,3,0,1
383,0,1357.5547039195562,56,3,0.6973984473792147,0.6012749987432213,4,0,4,0,1
384,0,4587.2546278195805,50,4,0.4682768449499832,0.48281339450295013,1,2,4,2,1
385,0,3250.3350318688563,58,1,1.2762046576000352,1.1846262766629703,4,3,0,0,2
386,0,10429.80371912615,59,10,1.2676442618029935,0.8754242714041899,2,3,1,1,0
387,0,505.2336376999995,30,5,1.016586097006896,1.1438738590044173,4,2,0,2,0
388,0,1063.7565205384608,30,7,1.6894282886719465,0.18625036379959756,2,3,0,1,1
389,1,3155.605017941712,64,2,0.7552041934504161,1.0281137310694,3,3,4,2,1
390,1,4511.15688348725,45,11,1.520967051157798,0.7826349665898886,1,2,4,0,0
391,0,3807.1377154491356,41,3,0.22773699348473372,0.19020993008537945,3,0,0,0,2
392,0,6049.25285184622,34,8,1.3577128598654575,0.7264966999646038,1,2,3,2,0
393,0,1789.3943857531058,51,12,1.780360603514281,0.839010819871266,3,2,2,1,0
394,0,2711.47564212859,56,10,1.5392169676892886,0.06414808877189326,3,1,0,0,1
395,1,3119.2478166507703,21,8,1.085430022827101,0.5724656561180085,2,3,4,0,1
396,0,5824.427839711997,46,12,1.1655023093561732,0.9992094378757692,2,3,4,1,0
397,0,11777.774610832817,67,3,0.7005922340428096,0.3896628791457033,1,1,2,1,0
398,0,5429.990093362726,34,13,1.2551248710387766,0.5773302940683337,3,1,3,0,0
399,1,721.277440085951,34,8,1.409672151408256,0.5586612461280771,2,0,1,1,1
400,0,2982.679602841213,62,6,1.7969884179003517,0.3972165001588653,2,0,3,1,1
401,0,4108.897983434696,23,4,0.9371869589007361,1.1062081798428873,0,1,2,1,0
402,1,1031.533141023629,39,10,0.20421691181485188,0.9484881407462432,0,1,4,0,1
403,0,1456.7932654794333,42,13,1.112958516242675,0.17717667264552706,0,1,0,1,2
404,0,4231.411246405631,58,9,0.3023410549696866,1.196589856513209,4,0,0,2,0
405,1,3129.469118833272,27,1,0.5161005740453871,1.061080027953907,4,1,4,0,2
406,0,8653.582718626621,41,7,0.6589258492197533,0.3764947035436448,0,2,1,0,0
407,0,7394.211666927411,28,10,1.342750784352298,1.0124310666100789,0,1,1,2,0
408,0,10405.580809580137,58,6,0.4124738105934509,0.17238246165209029,3,2,3,1,0
409,0,1207.4448758765225,50,11,0.3817800096319993,1.1989704400453745,2,1,0,2,0
410,0,7637.878876396457,44,10,0.1764392122480067,0.8155374465225174,1,2,2,1,0
411,0,1106.8310093563027,39,1,1.5845078918015973,0.7976437678926165,3,2,1,2,1
412,0,1067.7603003993422,28,8,1.2789592214053032,0.15400683603175266,1,3,0,1,1
413,0,2047.8938861054132,64,3,0.16790899154996505,1.081588408731119,0,0,4,0,2
414,0,1303.4943025299,51,7,0.1480969195847948,0.08334942868513984,1,3,0,2,1
415,0,6391.852321714635,36,5,1.0497463040075954,0.3269522667473191,4,1,0,1,1
416,0,950.8224035751454,40,11,0.5803084821874087,0.21447515644163023,3,0,3,0,1
417,0,7659.7120268482595,55,12,1.1144347957342788,0.9432831317960513,0,2,4,1,0
418,0,2068.15254629691,54,6,0.838827098657641,0.2779348612948325,2,0,0,1,2
419,0,7766.046393020397,42,7,1.6696313559274327,1.097233961200518,4,0,3,0,0
420,1,3749.660158356236,35,9,0.5892753254343255,0.8047093952266136,4,3,2,2,2
421,0,5320.755161764797,52,9,1.254547126346119,0.09158711706890064,3,0,4,0,2
422,0,759.2877914149765,51,9,0.19189232975161863,0.05624430924800553,0,2,0,0,2
423,0,7007.7723921897505,49,11,1.724962908121173,0.10940660456655876,1,0,4,1,1
424,1,2489.9019181131775,24,13,1.7672876954441987,0.7468139542948868,1,0,3,2,0
425,1,1237.6136754646946,43,11,1.3564268693279011,0.9717040824883275,0,0,4,2,2
426,0,2359.9811992026553,49,2,0.8908612016580744,0.3243357437214967,0,0,1,2,0
427,0,2826.9854710776913,65,7,0.4739888468563443,1.0268201693615338,1,1,4,0,1
428,0,1842.3323553015189,45,6,1.48127777842154,0.11581673117624944,2,1,3,2,2
429,1,3832.50278071992,37,7,1.3518019651499378,0.9711084316879276,1,0,0,2,2
430,0,8092.037917396895,47,7,0.4773218672536134,1.1169647446981223,2,1,4,1,2
431,0,3127.3202741136047,29,10,0.8670660000673517,0.9379246589700376,1,1,3,1,0
432,1,1266.1119293419383,25,6,0.8867581942885345,0.8528389015754327,0,2,1,0,2
433,0,2948.702478522313,52,4,1.5048979349536056,1.0136772514536905,4,3,2,2,0
434,0,2168.8349746966496,67,6,1.26253596336793,0.09617399447912639,2,2,1,2,1
435,1,963.897657456765,60,12,1.1933848240180938,0.2820494273269137,1,3,2,1,2
436,0,1580.7307203798625,48,5,1.2047066183575732,0.19366223120148954,4,0,4,1,1
437,1,2619.701043366854,22,1,0.5597991349502142,0.6302106387219345,4,0,4,1,2
438,0,4463.345076123961,67,13,0.7319091417102078,0.9069663475781711,4,3,1,0,1
439,0,9493.880740035149,42,3,0.17762588524240044,0.7745136212628585,0,1,4,1,0
440,0,688.9639050014513,34,8,1.4377999308806104,1.0288007647262252,3,3,2,2,0
441,0,1388.629899347541,62,11,0.8360969657886835,0.2284949413072545,4,1,3,2,1
442,0,1758.2842992567537,56,4,0.8450052070488749,0.8948142557254357,4,0,3,2,2
443,0,8028.289762305223,56,5,0.5171056503871654,0.2719977144992397,1,3,2,1,1
444,0,3763.793389293148,34,4,0.4560263784810291,0.36137256401547024,4,2,2,2,2
445,0,2073.442075297662,67,2,1.0992972802673497,0.8663904018734995,2,3,2,1,1
446,0,2699.448738664385,42,2,0.4953401258462488,1.177235502633484,2,1,4,1,0
447,0,3892.148697135095,45,3,0.2091550476612895,0.75327514687363,2,0,1,1,0
448,0,1704.3267279491536,56,6,1.4047626071675272,0.11267536223998993,3,2,1,2,1
449,0,8161.129718433851,52,7,0.739998038490822,0.7587553154166626,0,0,1,2,2
450,0,7523.792723679344,29,1,0.7464004926288176,0.09870313431719216,2,2,0,0,2
451,0,3798.250760186622,35,12,0.8332410785768453,1.0667675680718396,4,1,1,0,0
452,0,11572.379030604894,37,9,1.4855761997937595,0.8660150278657137,2,3,0,1,1
453,0,585.1242765248446,65,1,0.6454227230976891,0.2490970233858787,1,3,0,1,2
454,0,17025.246861842046,54,11,1.3886615591383213,0.15547915669782778,0,1,3,2,1
455,0,20020.103002166496,38,1,1.6972262293252236,0.2610632132123668,2,3,0,1,0
456,1,1274.4534719209175,55,8,1.223475933072159,1.1770312564873213,3,0,2,1,1
457,1,2000.2145233933425,55,7,0.8338578380009418,0.5773447388272632,2,0,3,2,0
458,0,2975.888317886858,39,7,1.37124252934933,0.9516930905926191,4,3,3,1,0
459,0,1021.8805648524577,39,13,0.8784255285773553,0.7818695934239434,3,2,2,1,1
460,0,4728.256689726962,63,13,0.8045263608838393,0.7082751224524328,2,1,0,1,0
461,0,1574.7234576453284,47,4,0.9929813780735615,0.21689979286480715,0,0,4,1,1
462,1,4951.522789393988,28,8,0.6401279691757994,1.1379281215918093,2,1,4,2,1
463,0,3919.2357596496518,54,13,0.27722536767600203,0.3965440273919256,0,2,3,2,1
464,0,3430.5933412416152,48,10,0.8052484093944808,0.7147197981786735,3,3,0,1,1
465,0,1271.0789144156936,44,12,0.3105566979198133,0.854742336277426,0,3,0,1,0
466,0,2511.5740237683676,55,6,0.7977505050442594,0.7966181285321051,4,1,1,1,2
467,0,7340.71885366376,63,4,1.0467873260628655,1.131683571149846,1,1,0,0,2
468,0,9021.295534635541,36,7,1.6822090080495995,0.22070483840806668,2,0,4,1,2
469,0,1057.0042609016537,40,11,0.1615779627770161,0.6346056492139833,0,0,1,0,2
470,0,861.7855619944323,29,13,1.156479291053305,0.5146395493518808,1,1,1,0,1
471,0,2834.145079677707,51,9,0.8781498173051314,0.5952940389050108,4,2,4,0,2
472,1,996.8574976313962,39,10,0.13444391794703658,0.1871001551274063,1,0,4,1,1
473,0,8851.580328974724,37,7,0.5242318990958246,0.20420880135368014,2,1,1,0,0
474,0,9314.986641670104,53,5,0.30142492900316264,0.369786877648446,4,2,1,1,2
475,0,6475.61375638051,40,6,0.46855004774345604,0.40041029432495595,3,3,2,1,0
476,1,2585.8400635355483,42,7,0.566769413883561,0.5420886957335525,0,3,3,1,2
477,0,1002.9295177280111,41,11,0.7822207701497337,0.7526356790921225,1,1,4,2,1
478,0,679.3505133870912,33,8,0.9993669689311134,0.7798234850310024,1,1,4,1,2
479,1,5703.458498891269,26,11,0.10168298967485638,0.5235825310734057,1,3,4,2,1
480,0,5257.293989919561,59,1,0.37517791306885934,0.5201005758430016,1,2,0,2,1
481,0,2200.255103220423,25,10,0.2590628555349612,0.3002728057015063,2,1,1,0,0
482,0,5285.298465066143,36,7,1.0344447787466644,0.7265521856703594,1,2,2,0,2
483,0,4353.584070446212,52,13,0.6594272796821586,0.41459704801482355,1,0,0,1,0
484,0,898.0157956309729,27,7,1.0322761512590208,0.09146880941896826,2,1,1,2,1
485,0,1795.01684099036,51,7,0.4770996136969523,0.5311600507803894,1,1,0,0,1
486,0,5879.249269232537,55,2,0.14118990194889428,0.5952525763536958,1,3,4,0,1
487,0,3525.447144673939,52,11,1.7003237321594196,0.3094317984348426,2,0,0,2,0
488,0,8568.688664346859,35,10,0.28412380602128984,0.708326623090433,4,3,0,2,1
489,0,2698.024117840029,21,12,0.3156598715349186,0.700637685496709,2,1,0,0,1
490,0,11710.35179648761,62,2,0.34912960506723884,0.857302508276927,2,0,0,1,0
491,0,7975.256836748217,36,3,1.7681700907885636,0.7951407545313915,4,2,2,1,0
492,1,9087.139643424553,58,12,1.1500224082889934,0.8002980149991863,3,2,1,0,2
493,0,4901.439298004471,30,1,1.137492917896546,0.4136462745976496,1,0,4,0,0
494,0,951.211069569529,28,7,1.7773869425815003,0.9555470552838469,1,0,1,1,0
495,0,2049.8410022281887,57,6,0.2503459077669131,0.6815160411396313,2,0,2,1,1
496,0,15037.593430281984,65,13,1.7566515173218915,0.5461309244568736,2,1,3,0,0
497,0,1848.5701494574942,61,12,0.4468223491418695,0.7699143530822156,0,0,3,1,1
498,0,4511.509147811428,56,12,1.1592215560554602,0.4647559346177924,0,2,3,0,0
499,0,10543.897498619484,32,4,0.8141420610147458,0.6396501312977719,1,0,1,2,1
500,0,9669.328619287902,63,8,0.7527180829112029,0.8972115417545533,4,3,2,0,2
501,1,7583.519878155893,52,10,1.6831136584150863,1.0693633197322638,3,3,4,0,1
502,0,8066.4148763509065,29,13,0.35368713834843596,1.1092157768894704,4,2,4,0,2
503,1,6553.55239095692,27,1,1.7950173188296141,0.6291778639605641,0,3,3,2,2
504,0,7200.947029512284,61,13,0.7445126038556324,0.6483163819516544,2,3,3,2,0
505,1,3161.8747268451802,33,5,1.2029173366105426,0.9698509723784119,2,0,4,1,1
506,0,7050.079618177548,56,2,1.7454414435217123,0.4116182955058314,2,1,3,0,0
507,1,3184.4652653645844,27,9,0.19792178564425714,1.0129897166968287,2,3,4,2,1
508,0,10217.813177063834,34,11,1.668869416972824,0.6182628934950369,1,1,0,1,0
509,0,3261.668459687511,34,2,1.0652793551023836,0.18323523298555863,0,2,1,2,2
510,0,7223.345159021139,34,1,1.2974746942616688,0.13286801913388524,4,3,0,1,0
511,0,3704.305086725484,52,12,0.3536131126067922,1.0182921926953825,4,3,0,2,1
512,0,1026.4874385361525,63,13,1.0067586324127549,0.11390310444290959,0,1,2,2,0
513,0,14381.75305649305,63,3,1.2449733150329143,0.37270315155370426,2,1,1,0,2
514,0,2579.6135482423274,55,12,0.875620422559059,0.43424954657677767,2,0,2,2,2
515,0,1945.8309253650243,30,12,0.3634748027802964,0.24894361197033285,3,1,2,0,2
516,1,875.4348228445565,66,13,0.5150024276454802,0.4109773752722876,4,1,3,1,1
517,0,3206.051395691118,46,3,1.5524677446889474,0.9040964517338484,2,1,4,0,0
518,0,2983.3869615041413,46,8,0.15860068781569672,0.06688527009408139,3,1,4,2,2
519,0,10863.87448996825,53,13,1.305065533349381,1.0012494381987893,4,3,1,0,1
520,0,6582.657652992004,57,12,1.7989630620746957,1.0350302271107419,4,3,1,1,2
521,1,1338.0768653640494,65,8,0.11272109338150325,0.47810080917028036,1,2,3,1,2
522,0,2792.8488247822565,48,3,0.37377766079389785,0.22665483391973001,4,0,0,2,1
523,0,4517.675482929953,49,2,1.2460453115183285,0.7409664691368429,2,1,2,2,2
524,0,12218.252231998453,56,4,0.20198441879509205,0.1876234392446285,0,2,2,0,2
525,1,730.0348386803573,32,1,1.10264297255496,0.46965726523999035,3,0,0,2,1
526,0,2431.2004182781616,35,3,1.2628001760537955,1.1521935580361182,4,1,3,0,0
527,0,1526.8142028586558,50,1,1.0998487917939193,1.1947841434711826,1,2,1,1,0
528,0,4036.1116984442046,24,10,0.7208139951358142,0.9379206250577734,2,3,0,1,1
529,0,3812.3920479290628,36,8,1.2853799031772861,0.4076057364088811,1,3,3,1,1
530,0,6361.669927514801,54,7,1.1103005276234947,0.8408148065410063,0,1,0,2,0
531,1,3588.5427887854967,66,11,0.45298319255966357,0.8612173203066146,4,1,3,2,0
532,0,4499.073847794127,45,6,1.0573304240946866,0.49601794943819716,0,1,0,1,2
533,0,4060.479408849591,39,6,1.5992422691361767,0.7870219297740833,2,2,2,2,2
534,0,1137.3604505195663,41,3,1.2336165856737649,0.06233679172202768,0,1,4,0,0
535,0,1713.045892661885,53,6,0.90204556256954,0.2904163073925777,3,1,1,0,1
536,0,1937.6305108219378,46,3,0.646692974878067,0.6538515484123503,4,0,3,1,0
537,0,24881.28465445976,22,8,0.24600655604387386,0.23831399989704025,3,1,3,1,2
538,1,1006.5161845026785,46,13,0.5158661256903487,0.24079289805801368,3,0,4,2,2
539,0,1257.303506061961,39,7,0.11901748024769071,1.0117499341327736,4,2,0,2,2
540,0,580.9184197421057,53,4,1.7772640597924394,1.1875029530861463,4,3,3,0,1
541,0,3610.297348984449,62,9,0.4782198286188579,0.6893648422327157,4,3,4,0,1
542,0,6854.142231298317,66,11,1.4852891025651336,1.0149301905139705,1,1,3,2,2
543,0,6301.185008554946,49,7,0.38669629906846364,1.1888699139752132,2,3,0,1,1
544,0,4033.134086837444,38,4,0.5821219543294757,0.2128352718540909,4,3,4,0,1
545,0,4145.243471657104,41,10,0.8110714426882235,0.5654824552425037,1,1,0,2,2
546,1,3216.3730310438696,29,3,0.6514896290407287,0.5014586232182079,3,3,2,1,1
547,0,3814.2008531835304,64,13,1.457196381691764,0.14205667619311277,0,1,2,2,2
548,0,5654.852460024209,60,5,1.7280787936262192,0.918629698713956,4,3,2,2,1
549,0,21353.36218358992,61,5,1.5880006222064424,0.5488458814209819,3,1,2,2,2
550,0,10914.342510296232,36,10,0.36108237381118613,0.5897259743189615,3,1,0,1,0
551,0,8305.055005441256,36,1,1.4203707497937934,0.2232739198852262,4,0,2,2,0
552,0,11126.52125393346,61,3,0.35150975261800943,0.2580656500654983,1,3,4,2,0
553,0,1124.2596068401945,46,2,1.6527478811555723,1.0931691654796472,2,1,2,0,1
554,0,8367.645499646304,54,6,0.9803935786365833,0.10134645232042072,4,3,1,0,2
555,0,11954.579733961607,44,8,0.6718478496964014,0.31778012768526215,0,0,4,0,0
556,0,822.1644911793433,41,3,0.36694334546812774,0.3858682298617076,4,2,0,1,0
557,0,2219.046347637809,50,5,0.12007544990430785,0.6137271737618243,1,1,2,1,2
558,0,6849.981314811531,59,11,0.5215098858235041,0.7244119489670152,2,1,2,0,2
559,0,1864.0722738990096,36,13,1.6538341075782301,0.6172834722282665,2,0,2,1,1
560,0,2016.7840100277099,59,1,1.4553457268627867,0.1467326347404143,3,0,4,0,1
561,0,7267.286915470536,32,9,1.7486493031762231,0.33021757216407055,4,1,2,1,1
562,0,7086.530168555354,39,1,0.27129458590633415,1.0201266424769222,1,1,4,1,0
563,0,1009.6538342287938,63,7,1.106703863959638,0.7832270055502278,0,3,0,1,0
564,1,2675.5749221482542,65,12,0.5371558058523203,0.7965214076544155,2,1,3,1,2
565,0,2767.675309149535,64,11,1.0230008998130926,0.8207337436540582,3,0,2,1,1
566,0,1163.2990961714797,35,4,0.6447733054578737,0.9273384718954584,3,1,1,2,2
567,0,1950.7207870776017,60,4,0.5818914354137078,0.11682475397966444,3,2,1,2,2
568,0,647.574765069415,64,11,1.0755370134418156,0.4715996426725042,1,1,3,2,0
569,0,1991.2607147807587,66,11,0.4116408751782185,0.6704565505509305,4,3,3,1,0
570,1,3147.0454538683675,21,4,0.8975268428525986,0.4392249557919249,0,1,3,1,2
571,0,2318.995616358,56,1,1.206380850574859,1.0211507042802643,0,2,0,0,0
572,0,7336.19280414316,67,6,0.3179095244107669,0.604958384875388,0,0,2,1,1
573,0,7478.641745704318,56,9,1.6820102604907368,0.933921727878286,4,0,4,0,2
574,0,4223.33940241733,31,6,0.9597319890720122,1.0298178444133443,0,3,0,1,2
575,0,2135.557546386998,56,13,1.4931975522033818,0.6305102053390227,3,1,2,0,2
576,0,691.5920801763339,25,11,1.2116392320558076,1.0959850804520523,4,1,2,1,0
577,0,1150.29116518067,43,11,1.3070016000783273,0.7251925316175276,3,2,4,2,0
578,0,7156.544899790466,50,1,1.3174225996878246,1.0278154436587799,4,0,1,2,0
579,0,855.5182943142231,42,12,1.5876698250045034,0.44167941493025287,0,2,2,1,0
580,0,688.6679113772611,53,10,1.143129239579771,0.623639502311208,2,1,3,0,0
581,0,2741.7768570961643,32,6,0.5729691579263624,0.6611226971552643,2,0,0,0,2
582,0,8825.430218786196,49,8,0.2691663928712772,0.17072667328048116,3,1,4,0,0
583,1,5596.572938584006,51,11,1.1306260530652406,0.5083353827067717,3,1,4,2,2
584,0,8299.812802598059,50,12,0.2127997664099878,1.1049383234344274,2,0,3,2,1
585,0,2464.045182514683,34,8,0.5101988678722014,0.7754570764194537,1,2,3,1,1
586,0,3419.3650623426847,35,1,0.2032022138232499,0.2541325698025126,0,2,3,0,0
587,0,2897.6593417511895,33,9,1.033108901311164,0.43968398095104566,2,1,3,0,0
588,1,5782.950806693147,42,9,0.37257481240287565,0.2703434611121048,1,3,4,2,1
589,0,2910.647661577285,48,1,1.1376924430369044,0.07854660156835842,2,2,2,0,0
590,0,6311.871701164838,38,11,1.4444707224675548,1.1165795272796306,3,3,2,0,2
591,0,2678.4261427810006,40,3,1.497197225312166,0.5654384274954022,2,0,3,0,0
592,0,2349.315974135048,34,12,0.6262239638339666,0.403665333283904,2,3,0,0,0
593,1,3859.053525751631,31,8,1.033222705580643,0.738248770291397,0,1,4,1,2
594,1,1599.9341319996715,51,5,1.0571182921468103,0.05841162473696798,3,2,3,2,1
595,0,33412.067680794185,59,1,0.9039082096620832,0.3697254225909359,2,3,3,0,0
596,1,3674.1045356876925,34,1,1.2136936154221003,0.8584884855537264,0,1,1,2,2
597,0,4128.5131763035115,61,10,0.45714811050000703,0.7788352390296523,1,1,1,0,0
598,1,4022.4428793228944,47,5,1.7647135072975502,1.1790768396739157,3,0,2,0,2
599,0,619.3609679203456,28,11,0.26673570605458513,0.7634113661067506,4,2,3,0,2
600,1,4393.392177612117,38,3,1.5096759400453026,0.5991317546718926,2,3,3,2,2
601,1,6552.345217679321,21,12,1.1099631778170194,0.9256474476616088,4,1,3,1,2
602,1,3724.286262683625,22,13,0.5162530702293171,1.088827052758661,0,0,4,2,0
603,1,4373.57683327349,36,2,1.3676475011225095,0.8788003387261043,1,1,4,0,2
604,0,3772.042173926378,42,9,0.24361752265102232,1.1576929070817865,4,1,3,0,0
605,0,7329.363225376317,58,13,1.4165103185629313,0.9493059463489038,0,3,1,2,1
606,0,2602.986489442358,27,5,1.102974877813123,1.0468216540012154,3,0,2,0,0
607,0,2096.2053320898594,60,1,0.2882755412738827,0.18121968186118276,1,1,2,0,1
608,1,3100.2896178947603,32,12,0.2351594572570294,0.8922755284428558,1,2,3,1,2
609,1,3877.5410467138568,27,7,1.3764217668419862,0.5561020044564738,2,0,4,1,1
610,0,3218.961434444167,53,1,0.5979910410565231,0.6860693727729664,1,3,1,0,0
611,0,3355.1225858345892,57,11,1.6118131463042629,0.8022177709047102,4,3,2,1,0
612,1,4394.752242346936,49,9,1.3955241357512993,1.1652873842114047,4,1,0,2,2
613,1,615.4382275592684,26,1,1.2869234160201173,1.1822647936463682,2,2,3,1,1
614,0,17440.915831275008,26,4,0.5736302894768666,0.38146248231109103,2,3,2,1,1
615,0,3228.7558923561205,39,1,1.3052056823367504,0.8938165220536035,0,2,2,0,1
616,0,4009.678107904995,42,13,1.7118510636752178,0.9124810686255589,1,0,2,1,0
617,0,7424.9159683192565,67,1,0.25565171842996715,0.4484667905100061,0,0,1,2,1
618,0,3100.939834322844,34,11,0.6544764914060622,0.19245024109385417,4,1,2,1,1
619,1,5071.046482046824,30,7,0.49894285128471005,0.09708900432857773,1,0,3,2,2
620,0,16073.828182467532,65,8,0.7685252284811334,0.9439445966585552,1,1,1,0,1
621,0,4292.442066450245,28,11,1.3619655132517088,0.6131547030894418,4,2,0,0,2
622,0,8272.730925794778,22,12,0.9062123884231571,1.183371194919165,3,2,1,1,2
623,0,5842.4032576391755,40,2,1.0702420304044187,0.584719474622701,3,0,0,0,0
